id,postal_code,territory,latitude,longitude
304,16673,ΒΟΥΛΑ ΑΝΩ ΒΟΥΛΑ,37.8550549,23.7679633
305,16673,ΒΟΥΛΑ ΑΝΩ ΒΟΥΛΑ,37.8554008,23.7679718
306,16673,ΒΟΥΛΑ ΑΝΩ ΒΟΥΛΑ,37.855572,23.7679903
307,16673,ΒΟΥΛΑ ΑΝΩ ΒΟΥΛΑ,37.8542189,23.7698181
308,16673,ΒΟΥΛΑ ΑΝΩ ΒΟΥΛΑ,37.8449829,23.7612198
309,16673,ΒΟΥΛΑ ΑΝΩ ΒΟΥΛΑ,37.8600967,23.7838648
310,16673,ΒΟΥΛΑ ΑΝΩ ΒΟΥΛΑ,37.8518463,23.7512492
311,16673,ΒΟΥΛΑ ΑΝΩ ΒΟΥΛΑ,37.8515328,23.7512854
312,16674,ΓΛΥΦΑΔΑ,37.8589578,23.7556825
313,16674,ΓΛΥΦΑΔΑ,37.8555401,23.7549556
314,16674,ΓΛΥΦΑΔΑ,37.8552337,23.7551142
315,16674,ΓΛΥΦΑΔΑ,37.8553915,23.7551813
316,16674,ΓΛΥΦΑΔΑ,37.8555369,23.7552352
317,16675,ΓΛΥΦΑΔΑ,37.8702224,23.7424426
318,16675,ΓΛΥΦΑΔΑ,37.875176,23.7429508
319,16675,ΓΛΥΦΑΔΑ,37.875002,23.7427029
320,16675,ΓΛΥΦΑΔΑ,37.8684827,23.752577
321,16675,ΓΛΥΦΑΔΑ,37.8636519,23.7445885
322,16701,,37.8973483,23.7556824
323,16701,,37.8969724,23.7557459
324,16701,,37.8967432,23.7560743
325,16701,,37.8972664,23.7555182
326,16701,,37.8970471,23.7558958
327,16701,,37.8904731,23.7565933
328,16777,ΕΛΛΗΝΙΚΟ ΑΓΙΑ ΠΑΡΑΣΚΕΥ,37.8902633,23.7442109
329,16777,ΕΛΛΗΝΙΚΟ ΑΓΙΑ ΠΑΡΑΣΚΕΥ,37.8846461,23.7302701
330,16777,ΕΛΛΗΝΙΚΟ ΑΓΙΑ ΠΑΡΑΣΚΕΥ,37.8845223,23.7303509
331,16777,ΕΛΛΗΝΙΚΟ ΑΓΙΑ ΠΑΡΑΣΚΕΥ,37.881513,23.7306683
332,17122,ΝΕΑ ΣΜΥΡΝΗ,37.94198,23.7095239
333,17122,ΝΕΑ ΣΜΥΡΝΗ,37.9423171,23.7101432
334,17122,ΝΕΑ ΣΜΥΡΝΗ,37.9419532,23.7098688
335,17122,ΝΕΑ ΣΜΥΡΝΗ,37.941933,23.7096951
336,17124,ΝΕΑ ΣΜΥΡΝΗ ΑΝΩ ΝΕΑ ΣΜΥΡΝ,37.9463294,23.7221147
337,17341,ΑΓΙΑ ΔΗΜΗΤΡΙΟΣ,37.9318829,23.7230764
338,17341,ΑΓΙΑ ΔΗΜΗΤΡΙΟΣ,37.9328001,23.7277371
339,17341,ΑΓΙΑ ΔΗΜΗΤΡΙΟΣ,37.9278489,23.7221646
340,17455,ΑΛΙΜΟΣ ΚΑΛΑΜΑΚΙ,37.9205822,23.7225995
341,17455,ΑΛΙΜΟΣ ΚΑΛΑΜΑΚΙ,37.9207887,23.7222655
342,17455,ΑΛΙΜΟΣ ΚΑΛΑΜΑΚΙ,37.9207025,23.7222044
343,17455,ΑΛΙΜΟΣ ΚΑΛΑΜΑΚΙ,37.9109235,23.7071432
344,17455,ΑΛΙΜΟΣ ΚΑΛΑΜΑΚΙ,37.9109211,23.7073389
345,17456,ΑΛΙΜΟΣ ΕΚΤΕΛΩΝΙΣΤΩΝ,37.9147827,23.7370265
346,17456,ΑΛΙΜΟΣ ΕΚΤΕΛΩΝΙΣΤΩΝ,37.9152734,23.7370477
347,17456,ΑΛΙΜΟΣ ΕΚΤΕΛΩΝΙΣΤΩΝ,37.9146879,23.7371941
348,17456,ΑΛΙΜΟΣ ΕΚΤΕΛΩΝΙΣΤΩΝ,37.9153657,23.7368869
349,17456,ΑΛΙΜΟΣ ΕΚΤΕΛΩΝΙΣΤΩΝ,37.9169938,23.7427767
350,17456,ΑΛΙΜΟΣ ΕΚΤΕΛΩΝΙΣΤΩΝ,37.9099605,23.7309926
351,17456,ΑΛΙΜΟΣ ΕΚΤΕΛΩΝΙΣΤΩΝ,37.9090441,23.730542
352,17561,Π.ΦΑΛΗΡΟ,37.9330085,23.6874581
353,17561,Π.ΦΑΛΗΡΟ,37.9330048,23.6876416
354,17561,Π.ΦΑΛΗΡΟ,37.9330018,23.6878238
355,17561,Π.ΦΑΛΗΡΟ,37.9333673,23.6877463
356,17561,Π.ΦΑΛΗΡΟ,37.9329405,23.6946515
357,17561,Π.ΦΑΛΗΡΟ,37.9329625,23.6948371
358,17561,Π.ΦΑΛΗΡΟ,37.9328285,23.6942976
359,17561,Π.ΦΑΛΗΡΟ,37.9333687,23.6875609
360,17561,Π.ΦΑΛΗΡΟ,37.9333686,23.6873759
361,17561,Π.ΦΑΛΗΡΟ,37.9333694,23.6871922
362,17562,Π.ΦΑΛΗΡΟ,37.9230432,23.6995663
363,17562,Π.ΦΑΛΗΡΟ,37.9229708,23.6997418
364,17676,ΚΑΛΛΙΘΕΑ ΠΛΑΤΕΙΑ ΚΑΛΛΙΘΕΑ,37.960954,23.7013024
365,17676,ΚΑΛΛΙΘΕΑ ΠΛΑΤΕΙΑ ΚΑΛΛΙΘΕΑ,37.960752,23.7009004
366,17778,ΤΑΥΡΟΣ,37.9637387,23.7009239
367,18233,ΑΓΙΑ Ι.ΡΕΝΤΗΣ,37.9542554,23.6748555
368,18344,ΜΟΣΧΑΤΟ,37.9478209,23.68169
369,18454,ΝΙΚΑΙΑ ΑΣΠΡΑ ΧΩΜΑΤΑ,37.9758234,23.6669839
370,18454,ΝΙΚΑΙΑ ΑΣΠΡΑ ΧΩΜΑΤΑ,37.977597,23.6713431
371,18533,ΠΕΙΡΑΙΑΣ ΚΑΣΤΕΛΛΑ,37.9429457,23.6651416
372,18533,ΠΕΙΡΑΙΑΣ ΚΑΣΤΕΛΛΑ,37.9428808,23.665332
373,18533,ΠΕΙΡΑΙΑΣ ΚΑΣΤΕΛΛΑ,37.9359127,23.6560605
374,18534,ΠΕΙΡΑΙΑΣ ΠΛΑΤΕΙΑ ΑΛΕΞΑΝΔΡ,37.9357519,23.6539305
375,18537,ΠΕΙΡΑΙΑΣ ΑΓΙΑ ΝΙΚΟΛΑΟΣ,37.9282132,23.6431972
376,18537,ΠΕΙΡΑΙΑΣ ΑΓΙΑ ΝΙΚΟΛΑΟΣ,37.9282934,23.6430415
377,18537,ΠΕΙΡΑΙΑΣ ΑΓΙΑ ΝΙΚΟΛΑΟΣ,37.9308996,23.6467828
378,18538,ΠΕΙΡΑΙΑΣ ΧΑΤΖΗΚΥΡΙΑΚ,37.9341465,23.6286242
379,18538,ΠΕΙΡΑΙΑΣ ΧΑΤΖΗΚΥΡΙΑΚ,37.9341608,23.6287905
380,18538,ΠΕΙΡΑΙΑΣ ΧΑΤΖΗΚΥΡΙΑΚ,37.9341754,23.6289573
381,18538,ΠΕΙΡΑΙΑΣ ΧΑΤΖΗΚΥΡΙΑΚ,37.9341898,23.6291243
382,18541,ΠΕΙΡΑΙΑΣ ΑΠΟΛΛΩΝΟΣ,37.9525154,23.6645853
383,18758,ΚΕΡΑΤΣΙΝΙ ΑΜΦΙΑΛΗ,37.9663425,23.6117902
384,18758,ΚΕΡΑΤΣΙΝΙ ΑΜΦΙΑΛΗ,37.9664909,23.6108858
385,18758,ΚΕΡΑΤΣΙΝΙ ΑΜΦΙΑΛΗ,37.9663618,23.6119265
386,18758,ΚΕΡΑΤΣΙΝΙ ΑΜΦΙΑΛΗ,37.9663492,23.6117914
387,18758,ΚΕΡΑΤΣΙΝΙ ΑΜΦΙΑΛΗ,37.9663372,23.6116481
388,19002,ΠΑΙΑΝΙΑ,37.9594906,23.8475722
389,19002,ΠΑΙΑΝΙΑ,37.9591767,23.8474406
390,19002,ΠΑΙΑΝΙΑ,37.9522148,23.8596243
391,19400,ΚΟΡΩΠΙ KΑΡΕΛΛΑΣ,37.8674897,23.8586522
392,19400,ΚΟΡΩΠΙ KΑΡΕΛΛΑΣ,37.8541629,23.8181551
393,19400,ΚΟΡΩΠΙ KΑΡΕΛΛΑΣ,37.8050267,23.8528619
394,19400,ΚΟΡΩΠΙ KΑΡΕΛΛΑΣ,37.8070993,23.8496749
395,19400,ΚΟΡΩΠΙ KΑΡΕΛΛΑΣ,37.8318803,23.8700485
396,19400,ΚΟΡΩΠΙ KΑΡΕΛΛΑΣ,37.8309355,23.8658363
397,19400,ΚΟΡΩΠΙ KΑΡΕΛΛΑΣ,37.8037317,23.8577308
398,19400,ΚΟΡΩΠΙ KΑΡΕΛΛΑΣ,37.8671071,23.8210061
399,19400,ΚΟΡΩΠΙ KΑΡΕΛΛΑΣ,37.8723872,23.8267506
400,19400,ΚΟΡΩΠΙ KΑΡΕΛΛΑΣ,37.8723623,23.8269304
401,19400,ΚΟΡΩΠΙ KΑΡΕΛΛΑΣ,37.9260872,23.8620684
402,19400,ΚΟΡΩΠΙ KΑΡΕΛΛΑΣ,37.9103659,23.8680091
403,19400,ΚΟΡΩΠΙ KΑΡΕΛΛΑΣ,37.9103291,23.8681858
404,19400,ΚΟΡΩΠΙ KΑΡΕΛΛΑΣ,37.9102989,23.8683532
