,Name,Latitude,Longitude
330,ΕΛΛΗΝΙΚΟ ΑΓΙΑ ΠΑΡΑΣΚΕΥ,37.8845223,23.7303509
331,ΕΛΛΗΝΙΚΟ ΑΓΙΑ ΠΑΡΑΣΚΕΥ,37.881513,23.7306683
332,ΝΕΑ ΣΜΥΡΝΗ,37.94198,23.7095239
333,ΝΕΑ ΣΜΥΡΝΗ,37.9423171,23.7101432
334,ΝΕΑ ΣΜΥΡΝΗ,37.9419532,23.7098688
335,ΝΕΑ ΣΜΥΡΝΗ,37.941933,23.7096951
336,ΝΕΑ ΣΜΥΡΝΗ ΑΝΩ ΝΕΑ ΣΜΥΡΝ,37.9463294,23.7221147
337,ΑΓΙΑ ΔΗΜΗΤΡΙΟΣ,37.9318829,23.7230764
338,ΑΓΙΑ ΔΗΜΗΤΡΙΟΣ,37.9328001,23.7277371
339,ΑΓΙΑ ΔΗΜΗΤΡΙΟΣ,37.9278489,23.7221646
340,ΑΛΙΜΟΣ ΚΑΛΑΜΑΚΙ,37.9205822,23.7225995
341,ΑΛΙΜΟΣ ΚΑΛΑΜΑΚΙ,37.9207887,23.7222655
342,ΑΛΙΜΟΣ ΚΑΛΑΜΑΚΙ,37.9207025,23.7222044
343,ΑΛΙΜΟΣ ΚΑΛΑΜΑΚΙ,37.9109235,23.7071432
344,ΑΛΙΜΟΣ ΚΑΛΑΜΑΚΙ,37.9109211,23.7073389
345,ΑΛΙΜΟΣ ΕΚΤΕΛΩΝΙΣΤΩΝ,37.9147827,23.7370265
346,ΑΛΙΜΟΣ ΕΚΤΕΛΩΝΙΣΤΩΝ,37.9152734,23.7370477
347,ΑΛΙΜΟΣ ΕΚΤΕΛΩΝΙΣΤΩΝ,37.9146879,23.7371941
348,ΑΛΙΜΟΣ ΕΚΤΕΛΩΝΙΣΤΩΝ,37.9153657,23.7368869
349,ΑΛΙΜΟΣ ΕΚΤΕΛΩΝΙΣΤΩΝ,37.9169938,23.7427767
350,ΑΛΙΜΟΣ ΕΚΤΕΛΩΝΙΣΤΩΝ,37.9099605,23.7309926
351,ΑΛΙΜΟΣ ΕΚΤΕΛΩΝΙΣΤΩΝ,37.9090441,23.730542
352,Π.ΦΑΛΗΡΟ,37.9330085,23.6874581
353,Π.ΦΑΛΗΡΟ,37.9330048,23.6876416
354,Π.ΦΑΛΗΡΟ,37.9330018,23.6878238
355,Π.ΦΑΛΗΡΟ,37.9333673,23.6877463
356,Π.ΦΑΛΗΡΟ,37.9329405,23.6946515
357,Π.ΦΑΛΗΡΟ,37.9329625,23.6948371
358,Π.ΦΑΛΗΡΟ,37.9328285,23.6942976
359,Π.ΦΑΛΗΡΟ,37.9333687,23.6875609
360,Π.ΦΑΛΗΡΟ,37.9333686,23.6873759
361,Π.ΦΑΛΗΡΟ,37.9333694,23.6871922
362,Π.ΦΑΛΗΡΟ,37.9230432,23.6995663
363,Π.ΦΑΛΗΡΟ,37.9229708,23.6997418
364,ΚΑΛΛΙΘΕΑ ΠΛΑΤΕΙΑ ΚΑΛΛΙΘΕΑ,37.960954,23.7013024
365,ΚΑΛΛΙΘΕΑ ΠΛΑΤΕΙΑ ΚΑΛΛΙΘΕΑ,37.960752,23.7009004
366,ΤΑΥΡΟΣ,37.9637387,23.7009239
367,ΑΓΙΑ Ι.ΡΕΝΤΗΣ,37.9542554,23.6748555
368,ΜΟΣΧΑΤΟ,37.9478209,23.68169
369,ΝΙΚΑΙΑ ΑΣΠΡΑ ΧΩΜΑΤΑ,37.9758234,23.6669839
370,ΝΙΚΑΙΑ ΑΣΠΡΑ ΧΩΜΑΤΑ,37.977597,23.6713431
371,ΠΕΙΡΑΙΑΣ ΚΑΣΤΕΛΛΑ,37.9429457,23.6651416
372,ΠΕΙΡΑΙΑΣ ΚΑΣΤΕΛΛΑ,37.9428808,23.665332
373,ΠΕΙΡΑΙΑΣ ΚΑΣΤΕΛΛΑ,37.9359127,23.6560605
374,ΠΕΙΡΑΙΑΣ ΠΛΑΤΕΙΑ ΑΛΕΞΑΝΔΡ,37.9357519,23.6539305
375,ΠΕΙΡΑΙΑΣ ΑΓΙΑ ΝΙΚΟΛΑΟΣ,37.9282132,23.6431972
376,ΠΕΙΡΑΙΑΣ ΑΓΙΑ ΝΙΚΟΛΑΟΣ,37.9282934,23.6430415
377,ΠΕΙΡΑΙΑΣ ΑΓΙΑ ΝΙΚΟΛΑΟΣ,37.9308996,23.6467828
378,ΠΕΙΡΑΙΑΣ ΧΑΤΖΗΚΥΡΙΑΚ,37.9341465,23.6286242
379,ΠΕΙΡΑΙΑΣ ΧΑΤΖΗΚΥΡΙΑΚ,37.9341608,23.6287905
380,ΠΕΙΡΑΙΑΣ ΧΑΤΖΗΚΥΡΙΑΚ,37.9341754,23.6289573
381,ΠΕΙΡΑΙΑΣ ΧΑΤΖΗΚΥΡΙΑΚ,37.9341898,23.6291243
382,ΠΕΙΡΑΙΑΣ ΑΠΟΛΛΩΝΟΣ,37.9525154,23.6645853
383,ΚΕΡΑΤΣΙΝΙ ΑΜΦΙΑΛΗ,37.9663425,23.6117902
384,ΚΕΡΑΤΣΙΝΙ ΑΜΦΙΑΛΗ,37.9664909,23.6108858
385,ΚΕΡΑΤΣΙΝΙ ΑΜΦΙΑΛΗ,37.9663618,23.6119265
386,ΚΕΡΑΤΣΙΝΙ ΑΜΦΙΑΛΗ,37.9663492,23.6117914
387,ΚΕΡΑΤΣΙΝΙ ΑΜΦΙΑΛΗ,37.9663372,23.6116481
388,ΠΑΙΑΝΙΑ,37.9594906,23.8475722
389,ΠΑΙΑΝΙΑ,37.9591767,23.8474406
390,ΠΑΙΑΝΙΑ,37.9522148,23.8596243
391,ΚΟΡΩΠΙ KΑΡΕΛΛΑΣ,37.8674897,23.8586522
392,ΚΟΡΩΠΙ KΑΡΕΛΛΑΣ,37.8541629,23.8181551
393,ΚΟΡΩΠΙ KΑΡΕΛΛΑΣ,37.8050267,23.8528619
394,ΚΟΡΩΠΙ KΑΡΕΛΛΑΣ,37.8070993,23.8496749
395,ΚΟΡΩΠΙ KΑΡΕΛΛΑΣ,37.8318803,23.8700485
396,ΚΟΡΩΠΙ KΑΡΕΛΛΑΣ,37.8309355,23.8658363
397,ΚΟΡΩΠΙ KΑΡΕΛΛΑΣ,37.8037317,23.8577308
398,ΚΟΡΩΠΙ KΑΡΕΛΛΑΣ,37.8671071,23.8210061
399,ΚΟΡΩΠΙ KΑΡΕΛΛΑΣ,37.8723872,23.8267506
400,ΚΟΡΩΠΙ KΑΡΕΛΛΑΣ,37.8723623,23.8269304
401,ΚΟΡΩΠΙ KΑΡΕΛΛΑΣ,37.9260872,23.8620684
402,ΚΟΡΩΠΙ KΑΡΕΛΛΑΣ,37.9103659,23.8680091
403,ΚΟΡΩΠΙ KΑΡΕΛΛΑΣ,37.9103291,23.8681858
404,ΚΟΡΩΠΙ KΑΡΕΛΛΑΣ,37.9102989,23.8683532
